input,predicted_label
"The people who live in Shanghai also have some special characters less warmhearted and more self - protection , less sense of belonging and believing more in rules than relatives .",1
A lang - friend crayonmaster taught me that graduates throw their hats into the air at the graduation ceremony in States .,0
I ca not communicate with my co - workers .,0
My time boat has totally capsized .,1
"On the second day , I met my friends who were in the same high school as me .",1
"Now , I m job hunting !",0
Tennis is the most enjoyable sport to me .,1
Would you give me some advice ?,1
Thanks Note .,0
I wonder what city is the biggest city in the world .,0
First diary,0
About of New Zealand students go to state school but about of Chinese students do so .,0
It become one of my favorite one .,0
" They said that it was a common sense to leave people in accidents on the road in Indonesia , because if a person helps people in trouble there , a person who helps the injured has to be responsible for their future life .",1
See you !,1
Mother is Day,0
Yesterday evening I saw a TV program about TSUNAMI .,0
Meanwhile I drank a couple of green tea and a bowl of yogurt .,1
"Anyway , I think Japanese Christmas is somewhat strange , because Japanese people enjoy it every year in spite of the fact that most Japanese people are Buddhist , Shinto or have no religion .",1
I like soccer and Engilsh .,0
"I would like to go abroad to study , travel and work .",1
My first post .,0
I want to make sure these sentenses are correct or not .,0
"Please read my blog , and correct it .",1
I have to prepare for the debate on next Friday !,1
This small trip made me feel relaxed .,1
"Then I continued to see the TV play Merlin , and it attracted me deeply .",1
We arrived in Malaysia safely .,1
"Sometimes , I take a hotdog and a couple of coffees .",1
Never shall I forget the nocturnal silence that deprived me for all eternity of the desire to live .,1
I just ca not exactly explain this place .,0
"We have many ways that can heip us learn about the society , watching TV , surfing the Internet",0
How about in your country ?,1
I roast it with garlic and the basil sauce put .,0
And he called me who was in the house to go out to see it .,1
But I do not know what I can do for me .,0
Peruvian Food,0
My major is computer programming .,1
"Standing on the balcony , the wind blowing heavily , I could only see the endless sky .",1
It is important for learn foreign language that listen a lot .,0
It seems to me that I need a machine gun for protecting myself .,1
"Each one requires all sorts of different activities such as researching , writing , drawing , or making crafts .",1
Why are they ?,1
"Complete the second sentence so that it has a similar meaning to the first sentence , using the word given .",1
"So please answer these if possible , kind guys !",0
"One was from sweden , he asked me whether I was interested in to improve my life .",0
I am very happy to think them .,0
Thank you both japanese team and australian team for that awesome match,0
"Finally , we really appreciate so many encouragements from all over the world .",1
everyone Thank you for checking my diary ! !,1
"If my writing has a problem , please correct it !",1
That is what friends are for .,1
"After something happy suddenly happens , people are surprised then become smiley .",0
"To be honest , they are a bit annoying but are good stuff for me to train my English .",1
,1
London,1
This is first time for me to keep a diary on this service .,0
I have been busy .,1
Sometimes you get what you are not interested in .,1
But I did nt study hard .,1
I enjoyed the atmosphere like a festival for a while with running .,1
"In conclusion , when it comes to determine the priorities of researches , it is unwise to judge from their proposed benefits for people and how the lives could be improved if the research is successful .",1
I am currently attending international school .,1
"Though it was the first time for them to perform , they did very well .",1
I do not know where the mistake I made is .,1
The weather report says that it shall be rainy tomorrow there .,1
I read some grammar books in Japanese .,1
The paper has four parts .,1
"Boiled down and stuffed into the Buffalo on a Saturday night , the fundamental elements achieve a critical mass around eleven .",1
"In fact , I saw this news on TV .",1
Can I speak English well ?,1
A big typhoon will come .,1
The strength of Softbank used to be only iPhone .,0
Hope it is getting better now !,1
"Tom answered him Oh , fine ! and he asked him But where ? .",0
my friend is birthday !,0
"Now , I think I should choose a new Chinese character because I had great news in my private life this year .",1
"Next , we were singing many songs .",1
